SESSION_ID,session_length,unique_categories,avg_price,total_price,high_price_ratio,first_category,last_category,num_colours,num_models,conversion,revenue,conversion_sale_rule,cluster,is_weekend,session_value_per_click,category_diversity,colour_diversity,model_diversity,cluster_new
120,6,2,53.833333333333336,323,0.8333333333333334,Skirts,Trousers,4,5,0,323,0,0,False,53.833333333333336,0.3333333333333333,0.6666666666666666,0.8333333333333334,0
121,8,3,36.75,294,0.0,Trousers,Trousers,6,6,0,294,0,1,False,36.75,0.375,0.75,0.75,0
122,3,2,39.666666666666664,119,0.3333333333333333,Trousers,Trousers,1,3,1,119,1,0,False,39.666666666666664,0.6666666666666666,0.3333333333333333,1.0,1
123,7,2,35.857142857142854,251,0.5714285714285714,Blouses,Sale,6,7,1,251,1,1,False,35.857142857142854,0.2857142857142857,0.8571428571428571,1.0,0
124,7,4,44.0,308,0.42857142857142855,Trousers,Sale,5,7,1,308,1,1,False,44.0,0.5714285714285714,0.7142857142857143,1.0,0
125,34,4,46.294117647058826,1574,0.4117647058823529,Trousers,Skirts,11,33,1,1574,1,1,False,46.294117647058826,0.11764705882352941,0.3235294117647059,0.9705882352941176,0
126,2,1,38.0,76,0.5,Blouses,Blouses,2,2,0,76,0,0,False,38.0,0.5,1.0,1.0,1
127,5,2,40.4,202,0.4,Trousers,Blouses,4,4,0,202,0,0,False,40.4,0.4,0.8,0.8,1
128,1,1,28.0,28,0.0,Blouses,Blouses,1,1,0,28,0,0,False,28.0,1.0,1.0,1.0,1
130,4,1,39.25,157,0.75,Sale,Sale,3,4,1,157,1,0,False,39.25,0.25,0.75,1.0,1
131,2,1,40.5,81,0.5,Blouses,Blouses,2,2,0,81,0,0,False,40.5,0.5,1.0,1.0,1
132,5,3,48.4,242,0.6,Trousers,Blouses,3,5,0,242,0,0,False,48.4,0.6,0.6,1.0,1
133,4,1,56.0,224,0.75,Skirts,Skirts,4,4,0,224,0,0,False,56.0,0.25,1.0,1.0,1
134,1,1,43.0,43,0.0,Trousers,Trousers,1,1,0,43,0,0,False,43.0,1.0,1.0,1.0,1
135,4,2,36.75,147,0.5,Sale,Sale,4,4,1,147,1,0,False,36.75,0.5,1.0,1.0,1
136,1,1,62.0,62,1.0,Trousers,Trousers,1,1,0,62,0,0,False,62.0,1.0,1.0,1.0,1
137,3,1,41.333333333333336,124,0.0,Trousers,Trousers,1,3,0,124,0,0,False,41.333333333333336,0.3333333333333333,0.3333333333333333,1.0,1
138,12,2,46.75,561,0.5833333333333334,Trousers,Trousers,3,8,1,561,1,0,False,46.75,0.16666666666666666,0.25,0.6666666666666666,0
139,6,3,51.666666666666664,310,1.0,Sale,Trousers,4,5,1,310,1,0,False,51.666666666666664,0.5,0.6666666666666666,0.8333333333333334,0
140,2,2,35.5,71,0.0,Sale,Trousers,2,2,1,71,1,0,False,35.5,1.0,1.0,1.0,1
141,4,2,34.25,137,0.25,Trousers,Blouses,4,4,0,137,0,0,False,34.25,0.5,1.0,1.0,1
142,1,1,28.0,28,0.0,Sale,Sale,1,1,1,28,1,0,False,28.0,1.0,1.0,1.0,1
143,4,2,45.25,181,0.75,Sale,Blouses,4,4,1,181,1,0,False,45.25,0.5,1.0,1.0,1
144,2,1,38.0,76,1.0,Sale,Sale,2,2,1,76,1,0,False,38.0,0.5,1.0,1.0,1
145,3,2,61.333333333333336,184,1.0,Blouses,Trousers,2,3,0,184,0,0,False,61.333333333333336,0.6666666666666666,0.6666666666666666,1.0,1
146,12,3,49.333333333333336,592,0.6666666666666666,Skirts,Blouses,6,8,0,592,0,1,False,49.333333333333336,0.25,0.5,0.6666666666666666,0
147,1,1,38.0,38,1.0,Sale,Sale,1,1,1,38,1,0,False,38.0,1.0,1.0,1.0,1
148,5,1,49.6,248,0.4,Skirts,Skirts,2,5,0,248,0,0,False,49.6,0.2,0.4,1.0,1
149,4,2,40.5,162,0.5,Trousers,Trousers,2,4,1,162,1,0,False,40.5,0.5,0.5,1.0,1
151,1,1,23.0,23,0.0,Blouses,Blouses,1,1,0,23,0,0,False,23.0,1.0,1.0,1.0,1
152,4,2,40.5,162,0.75,Blouses,Blouses,3,4,1,162,1,0,False,40.5,0.5,0.75,1.0,1
153,6,4,37.333333333333336,224,0.16666666666666666,Blouses,Blouses,4,5,1,224,1,1,False,37.333333333333336,0.6666666666666666,0.6666666666666666,0.8333333333333334,0
154,3,2,54.0,162,0.6666666666666666,Trousers,Skirts,2,3,0,162,0,0,False,54.0,0.6666666666666666,0.6666666666666666,1.0,1
155,2,1,47.5,95,0.5,Trousers,Trousers,2,2,0,95,0,0,False,47.5,0.5,1.0,1.0,1
157,22,4,40.31818181818182,887,0.5454545454545454,Sale,Sale,9,21,1,887,1,1,False,40.31818181818182,0.18181818181818182,0.4090909090909091,0.9545454545454546,0
158,1,1,38.0,38,0.0,Skirts,Skirts,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
159,2,2,47.5,95,0.5,Trousers,Sale,2,2,1,95,1,0,False,47.5,1.0,1.0,1.0,1
160,3,1,43.0,129,1.0,Sale,Sale,2,3,1,129,1,0,False,43.0,0.3333333333333333,0.6666666666666666,1.0,1
161,1,1,33.0,33,0.0,Blouses,Blouses,1,1,0,33,0,0,False,33.0,1.0,1.0,1.0,1
162,4,1,31.75,127,0.0,Blouses,Blouses,2,3,0,127,0,0,False,31.75,0.25,0.5,0.75,1
163,3,1,36.333333333333336,109,0.3333333333333333,Blouses,Blouses,3,3,0,109,0,0,False,36.333333333333336,0.3333333333333333,1.0,1.0,1
164,2,1,35.5,71,0.0,Trousers,Trousers,2,2,0,71,0,0,False,35.5,0.5,1.0,1.0,1
165,4,2,49.75,199,0.75,Blouses,Skirts,4,4,0,199,0,0,False,49.75,0.5,1.0,1.0,1
166,1,1,38.0,38,0.0,Skirts,Skirts,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
167,3,1,41.333333333333336,124,0.6666666666666666,Blouses,Blouses,3,3,0,124,0,0,False,41.333333333333336,0.3333333333333333,1.0,1.0,1
168,33,2,43.21212121212121,1426,0.7272727272727273,Sale,Blouses,8,25,1,1426,1,1,False,43.21212121212121,0.06060606060606061,0.24242424242424243,0.7575757575757576,0
169,1,1,67.0,67,1.0,Skirts,Skirts,1,1,0,67,0,0,False,67.0,1.0,1.0,1.0,1
170,8,2,48.125,385,0.5,Skirts,Skirts,4,8,0,385,0,0,False,48.125,0.25,0.5,1.0,0
171,6,2,47.0,282,0.6666666666666666,Blouses,Blouses,3,5,0,282,0,0,False,47.0,0.3333333333333333,0.5,0.8333333333333334,0
172,3,1,55.666666666666664,167,0.6666666666666666,Skirts,Skirts,3,3,0,167,0,0,False,55.666666666666664,0.3333333333333333,1.0,1.0,1
173,21,3,45.19047619047619,949,0.5238095238095238,Sale,Skirts,10,18,1,949,1,1,False,45.19047619047619,0.14285714285714285,0.47619047619047616,0.8571428571428571,0
174,10,1,40.0,400,0.6,Sale,Sale,6,7,1,400,1,0,False,40.0,0.1,0.6,0.7,0
175,1,1,57.0,57,1.0,Skirts,Skirts,1,1,0,57,0,0,False,57.0,1.0,1.0,1.0,1
176,1,1,67.0,67,1.0,Skirts,Skirts,1,1,0,67,0,0,False,67.0,1.0,1.0,1.0,1
177,3,2,41.333333333333336,124,0.3333333333333333,Trousers,Sale,3,3,1,124,1,0,False,41.333333333333336,0.6666666666666666,1.0,1.0,1
179,3,1,57.0,171,1.0,Skirts,Skirts,2,3,0,171,0,0,False,57.0,0.3333333333333333,0.6666666666666666,1.0,1
180,1,1,33.0,33,0.0,Trousers,Trousers,1,1,0,33,0,0,False,33.0,1.0,1.0,1.0,1
181,11,4,43.36363636363637,477,0.5454545454545454,Blouses,Blouses,5,10,1,477,1,1,False,43.36363636363637,0.36363636363636365,0.45454545454545453,0.9090909090909091,0
182,8,1,33.0,264,0.625,Sale,Sale,3,7,1,264,1,0,False,33.0,0.125,0.375,0.875,0
183,16,3,47.0,752,0.4375,Skirts,Trousers,8,16,0,752,0,1,False,47.0,0.1875,0.5,1.0,0
184,36,3,40.52777777777778,1459,0.4722222222222222,Trousers,Blouses,11,36,1,1459,1,1,False,40.52777777777778,0.08333333333333333,0.3055555555555556,1.0,0
185,1,1,28.0,28,0.0,Sale,Sale,1,1,1,28,1,0,False,28.0,1.0,1.0,1.0,1
186,7,2,32.142857142857146,225,0.2857142857142857,Blouses,Sale,5,7,1,225,1,0,False,32.142857142857146,0.2857142857142857,0.7142857142857143,1.0,0
187,8,2,35.5,284,0.375,Blouses,Blouses,6,8,1,284,1,1,False,35.5,0.25,0.75,1.0,0
188,15,2,45.06666666666667,676,0.26666666666666666,Trousers,Trousers,6,12,0,676,0,1,False,45.06666666666667,0.13333333333333333,0.4,0.8,0
189,1,1,38.0,38,0.0,Trousers,Trousers,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
190,4,2,34.75,139,0.5,Blouses,Sale,4,4,1,139,1,0,False,34.75,0.5,1.0,1.0,1
191,1,1,57.0,57,1.0,Blouses,Blouses,1,1,0,57,0,0,False,57.0,1.0,1.0,1.0,1
192,15,3,50.4,756,0.4666666666666667,Trousers,Trousers,6,15,0,756,0,1,False,50.4,0.2,0.4,1.0,0
193,5,2,43.8,219,0.6,Trousers,Blouses,5,5,0,219,0,0,False,43.8,0.4,1.0,1.0,1
194,9,3,36.888888888888886,332,0.3333333333333333,Sale,Sale,5,9,1,332,1,1,False,36.888888888888886,0.3333333333333333,0.5555555555555556,1.0,0
195,5,3,37.0,185,0.6,Sale,Blouses,5,5,1,185,1,1,False,37.0,0.6,1.0,1.0,1
196,27,3,41.407407407407405,1118,0.5185185185185185,Blouses,Skirts,10,26,1,1118,1,1,False,41.407407407407405,0.1111111111111111,0.37037037037037035,0.9629629629629629,0
197,6,3,45.166666666666664,271,0.5,Skirts,Trousers,5,6,0,271,0,1,False,45.166666666666664,0.5,0.8333333333333334,1.0,0
198,5,3,46.8,234,0.8,Blouses,Blouses,3,5,1,234,1,0,False,46.8,0.6,0.6,1.0,1
199,1,1,48.0,48,1.0,Blouses,Blouses,1,1,0,48,0,0,False,48.0,1.0,1.0,1.0,1
200,6,2,42.333333333333336,254,0.16666666666666666,Trousers,Trousers,3,6,0,254,0,0,False,42.333333333333336,0.3333333333333333,0.5,1.0,0
201,22,4,39.04545454545455,859,0.36363636363636365,Blouses,Blouses,8,19,1,859,1,1,False,39.04545454545455,0.18181818181818182,0.36363636363636365,0.8636363636363636,0
202,3,1,57.0,171,1.0,Skirts,Skirts,3,3,0,171,0,0,False,57.0,0.3333333333333333,1.0,1.0,1
203,2,1,38.0,76,0.0,Skirts,Skirts,2,2,0,76,0,0,False,38.0,0.5,1.0,1.0,1
204,1,1,28.0,28,0.0,Blouses,Blouses,1,1,0,28,0,0,False,28.0,1.0,1.0,1.0,1
205,2,1,47.5,95,0.5,Skirts,Skirts,2,2,0,95,0,0,False,47.5,0.5,1.0,1.0,1
206,8,2,47.0,376,0.375,Skirts,Skirts,4,8,0,376,0,0,False,47.0,0.25,0.5,1.0,0
207,10,4,41.4,414,0.7,Blouses,Blouses,6,9,1,414,1,1,False,41.4,0.4,0.6,0.9,0
208,1,1,38.0,38,0.0,Trousers,Trousers,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
209,1,1,62.0,62,1.0,Trousers,Trousers,1,1,0,62,0,0,False,62.0,1.0,1.0,1.0,1
210,8,2,40.25,322,0.25,Skirts,Trousers,6,8,0,322,0,1,False,40.25,0.25,0.75,1.0,0
211,15,3,43.733333333333334,656,0.3333333333333333,Trousers,Blouses,3,15,0,656,0,1,False,43.733333333333334,0.2,0.2,1.0,0
212,20,3,36.75,735,0.65,Sale,Blouses,8,16,1,735,1,1,False,36.75,0.15,0.4,0.8,0
213,9,4,47.0,423,0.6666666666666666,Trousers,Trousers,5,8,1,423,1,1,False,47.0,0.4444444444444444,0.5555555555555556,0.8888888888888888,0
214,5,1,50.4,252,0.6,Skirts,Skirts,3,3,0,252,0,0,False,50.4,0.2,0.6,0.6,1
215,4,2,39.25,157,0.0,Skirts,Sale,3,3,1,157,1,0,False,39.25,0.5,0.75,0.75,1
216,5,1,47.2,236,0.4,Trousers,Trousers,3,5,0,236,0,0,False,47.2,0.2,0.6,1.0,1
217,6,1,49.166666666666664,295,0.5,Trousers,Trousers,4,6,0,295,0,0,False,49.166666666666664,0.16666666666666666,0.6666666666666666,1.0,1
218,9,1,35.0,315,0.3333333333333333,Blouses,Blouses,5,6,0,315,0,0,False,35.0,0.1111111111111111,0.5555555555555556,0.6666666666666666,0
219,2,1,40.5,81,1.0,Sale,Sale,2,2,1,81,1,0,False,40.5,0.5,1.0,1.0,1
220,25,4,47.52,1188,0.72,Sale,Blouses,9,18,1,1188,1,1,False,47.52,0.16,0.36,0.72,0
221,1,1,48.0,48,1.0,Blouses,Blouses,1,1,0,48,0,0,False,48.0,1.0,1.0,1.0,1
